Tweets,Subjectivity,Polarity,Analysis
_  Thank you,0.0,0.0,Neutral
_ the virtue signaling is strong with this one,0.7333333333333333,0.4333333333333333,Positive
"_ I need iPhone 11, but I don't have enough money",0.5,0.0,Neutral
" _  Will be interesting to see reply, if received.",0.5,0.5,Positive
"_ChelseaFC  _ They already have that lmao. Xiaomi, Huawei, Oppo, Vivo and OnePlus. Drunk?",1.0,0.04999999999999999,Positive
_ You can do it! We can do it!\n\nIgnore the noise and keep pressing forward. \n\nLooking forward to looking ba ,0.0,0.0,Neutral
" _  Proud of you, .  \n\nYou are a treasured by Patriots here in MO.",1.0,0.8,Positive
 _   \nWhen  ?\nAppleCard ,0.0,0.0,Neutral
. _ still quoting MLK in your bio?\nYes of course. Pretty amazing $AAPL isn't publicly separating itself her ,0.6555555555555556,0.2833333333333334,Positive
" Chinese communists continue to violate the human rights of millions of Uighurs, Tibetans, and other ",0.15833333333333333,-0.041666666666666664,Negative
"THERE. I JUST SAVED US $2,000,000,000. The sun. With an iPhone   _Technology cc  _  ",0.0,0.0,Neutral
_ Building sustainability will create an even better future.,0.3125,0.25,Positive
_ This is a good step period,0.6000000000000001,0.7,Positive
"Happy Happy Birthday Joshua , Arthur Campos,  Glass, and Gerald Roberts-Dicks!!! Hope you have a great day! ",0.9166666666666666,0.9333333333333332,Positive
 _   - Please help to shed some light on the misery of more than ,0.6,0.45,Positive
"_ Please take a good look at what the good apple system has become under your control, WTF ",0.7333333333333334,0.3,Positive
"_harrison It might be nice...if I kept going, but I have to  dinner.",0.0,0.0,Neutral
 _    \Define 'slave.'\,0.0,0.0,Neutral
_ LOL an obvious attempt to justify shipping your next phones without a fucking charger! you don't give a f ,0.5,0.012500000000000011,Positive
  followed the CEO of Google recently? I very specifically remember   following 68 people prior. ,0.13333333333333333,0.06666666666666667,Positive
"_ Beautiful video, ! Many blessings.",0.75,0.75,Positive
" _  Interesting, thanks for the quick response! So do you just deal with the 5gh ",0.39999999999999997,0.37222222222222223,Positive
Mindy Lubber () Tweeted\nThis is what leadership looks like in the corporate sector _ ,0.0,0.0,Neutral
 doesn't even need to campaign\n\nHe can play golf until Nov!\n\nIf Barr indicts   dominoes fall ,0.0,0.0,Neutral
   *of. Tesla took all _  smart software engineers for the Tesla touc ,0.6428571428571429,0.21428571428571427,Positive
_ Looking forward to the 2025 announcement that by 2040 Apple will be carbon neutral!,0.0,0.0,Neutral
 _ _ you got this one for me ?,0.0,0.0,Neutral
   _  Are you saying you know what caused the Bronze Age Coll ,0.0,0.0,Neutral
Trump administration rejects new DACA applications  GDPR 5G IFRS DCF/GAFA/TESLA/ZOZO/Ube ,0.45454545454545453,0.13636363636363635,Positive
    _   Not working in the Beta for me,0.0,0.0,Neutral
MY FATTY AND MY TIM COOK SIR...GOOD EVENING. 601 pm ,0.4,-0.2,Negative
"Apple, led by Alabama native &amp; Auburn graduate  , pledged Tuesday to make its entire business  including i ",0.625,0.0,Neutral
  haha command like the control on macbooks. that reminds me of the e i played lego batman with   from apple,0.3,0.2,Positive
" _   Thanks for presenting this stark choice, Josh...look away and make a couple mo ",0.4,0.0,Neutral
 _  why in Italy we can have Siri on our Apple Tvs??  I bought the fourth gen one at launch wa ,0.0,0.0,Neutral
 @_HairForceOne _  and I thought the SpaceX rockets go fast... AAPL is going higher and faste ,0.55,0.225,Positive
Private sector raising ambition with a clear roadmap and actions - this is great to see. Congratulations _ ,0.5027777777777778,0.3,Positive
 _  How you manage to be so embarrassingly petty even when you're on the right side of the i ,0.5357142857142857,0.2857142857142857,Positive
He definitly earned a page. It would be nice if they still had the the Think Different Poster as this certainly bee ,0.7238095238095239,0.2714285714285714,Positive
Raising the bar on leadership _ and  dragging the NetZero horizon closer. And with the reach ,0.0,0.0,Neutral
 _ We need an emoji for racism and bigotry instead of just something like . That one emoji can be us ,0.0,0.0,Neutral
_ What about cobalt Mr. .,0.0,0.0,Neutral
_  Does that include the rare earth minerals mined in China? I suspect not!,0.9,0.375,Positive
"  _   I see not a single black member of the Senior Team, not sure how ",0.5121693121693122,-0.12698412698412698,Negative
  _  All workers are paid. Apple are also in the process of moving (i think) a ,0.0,0.0,Neutral
  _  Moving from communist china to india is at least a big step,0.25,-0.15,Negative
  _  Give me an example.,0.0,0.0,Neutral
"News\n\n CEO _ ranks 8th place in list of \Best CEOs for Diversity,\ significantly lagging behind the ",0.7875,-0.012500000000000011,Negative
 _ Apple iPhone X system storage occupies more than 50% of device total storage with no clear informa ,0.5444444444444444,0.15,Positive
_ Supporting Antifa and BLM so they can destroy it is a great start.,0.3333333333333333,0.2833333333333334,Positive
_ Isn't  already carbonneutral and now aiming to be carbonnegative by that date? ,0.0,0.0,Neutral
_ How about addressing and tackling Apples ethical credentials ?,0.6,0.2,Positive
_ Where is our flying cars,0.0,0.0,Neutral
_  2030? You think a company with Apple resources would be able to achieve this in less than 10 years... ,0.3458333333333333,0.16666666666666669,Positive
We need to meet with  .,0.0,0.0,Neutral
"_ please help, I need my laptop, it been at Apple for 2 weeks, I stressing out and my University has st ",0.0,0.0,Neutral
"Mark Zuckerberg, Jeff Bezos,  , and Sundar Pichai are all testifying next week ",0.0,0.0,Neutral
"_  the price drops are amazing, but I hope the accessories were less pricey too, I am using apple produc ",0.48333333333333334,0.21666666666666673,Positive
_ how can you claim that you a carbon-neutral company when you products aren? does that make sense to you?,0.0,0.0,Neutral
" _       Try this. Go to cellular, turn on cellular ",0.0,0.0,Neutral
 Put him next too   lol they both look a like ...,0.35,0.4,Positive
"The three sheets to the wind Kir put 3/2 of Brandy. Add 1/3 of ginger beer, and 1/8 of Tabasco sauce. Add olives. ",0.0,0.0,Neutral
_ Worst experience ever with iphone latest update! \nappleMexico _Mixup ,0.95,-0.1875,Negative
"Photo Via Google,\nGoogling Charmed Stuff While Im On Long Hold With Apple,Who May Have Screwed Up My IPhone Replace ",0.4,-0.05,Negative
_ Please don't close the Apple Store in Southwest Florida.  I don't want to have to travel hours to get to ,0.0,0.0,Neutral
  _ As a repairer. Apple has made it so wasteful to throw away logicboards after ,0.0,0.0,Neutral
  _  Are you kidding?  is a top 3 senator,0.5,0.5,Positive
 tell   i said hey !,0.0,0.0,Neutral
 Maybe   is upset with you? ,0.0,0.0,Neutral
    under _ benefits from Chinese slave labor,0.0,0.0,Neutral
 _ Well you dont need that feature you dont want your iphones to be come androids now do we,0.0,0.0,Neutral
_Danner  _  Criticizing companies for using \slave labor\ while also using their prod ,0.0,0.0,Neutral
 _ Nah family they won't they don't want to be come like androids,0.0,0.0,Neutral
_ This is great.  Not sure what you mean,0.7754629629629629,0.07916666666666668,Positive
 _ I had an iphone x and it was so defective yet apple wouldn't repair it so now I am back on ,0.0,0.0,Neutral
_Nejman _8899 _ Thanks I will to to  and the legislation. So that answe ,0.2,0.2,Positive
 _ Just use fingerprint unlcok,0.0,0.0,Neutral
 _  He says from his Apple Ipad. Hypocrite much?,0.2,0.2,Positive
i just recieved the below emails and I haven ordered anything this is bullshit and if you click on cancel and man ,0.0,0.0,Neutral
_  How's it going with your commie pals ?,0.0,0.0,Neutral
" _ Too bad, that way he should have gifted you unreleased iphone! ",0.8333333333333333,-0.03749999999999992,Negative
_ And by the way. Be CO2 negative. We all have lot of cleanup that needs to be handled as well.,0.4,-0.3,Negative
Great news  _ ,0.75,0.8,Positive
"Ai, you breaking the law. Breaking and entering into people thoughts. Like Bezos,  , Elon, Google Boys, ",0.0,0.0,Neutral
 _ A samsung s6 edge,0.0,0.0,Neutral
Thank you _ for your leadership and continued commitment to nature. It e for big changes for the plane ,0.1,0.0,Neutral
   _    Love it!\n\nMaybe that ,0.6,0.5,Positive
_ _ This is a great initiative!  I was hoping for a more rapid e scheme. Competitors already off ,0.625,0.75,Positive
 _ The fans always will buy the new phone. Mostly fans of Apple,0.4772727272727273,0.3181818181818182,Positive
   _   GPT3 and huggingface will asymptotica ,0.0,0.0,Neutral
__god    I promise you I change my opinion the day  Coo ,0.0,0.0,Neutral
 _  Start with your leader and his shitty product lines,0.0,0.0,Neutral
   _   The other fascinating dynamic here ,0.46388888888888896,0.19166666666666665,Positive
   _   in order to give content to the meani ,0.0,0.0,Neutral
  _ Also Oil&amp;Gas industries have very powerful lobbying in the US...,1.0,0.39,Positive
   _   this would be a philosophical exercis ,0.0,0.0,Neutral
_ Love  !!!,0.6,0.9765625,Positive
"   _   rot roh, i think many philosophers an ",0.5,0.5,Positive
"  _ Yes, Fukushima was a turning point. We would need an international supervising ",0.0,0.0,Neutral
"_ , it is possible to add an oximeter to the apple watch? i cant believe that doesnt have that function",1.0,0.0,Neutral
 _8899 _ It not. As you in UK you supposed to know what is current situation and law c ,0.4,0.0,Neutral
"_ Thank you , you are one of my heroes I admire.",0.0,0.0,Neutral
"_ It bigger than us.  Purpose and Vision are so important to an organization, thank you Apple, keep your ",0.75,0.2,Positive
   _   Really don know. What is so refr ,0.2,0.2,Positive
" _ Dear , don't forget before building your own nuclear fusion power station, help researchers to ",1.0,0.6,Positive
  _ We likely won worry about climate change as a whole country until the loss of lif ,0.7,0.1,Positive
"_ the way Bill does is annoying for developed countries, so you should make it possible for underdeveloped ",0.7333333333333334,-0.23333333333333336,Negative
_ Touching smartphones has reduced the e people spend having sex.  And even if the education level is hi ,0.5,0.5,Positive
_ Hope by then you will manage to make a wire which lives more than 6 months and battery wont unchacharge in half of the day.,0.3333333333333333,0.16666666666666669,Positive
  _ The Three Mile Island accident happened in 1979. We have added &lt;5 reactors since. W ,0.0,0.0,Neutral
"_ \nWhy don't Apple do wireless charging in iPad Pro, you can do powerful wireless charging to charge the big battery on iPad Pro.",0.55,0.15,Positive
_  is a system that makes protecting the planet and future generations easily done -- and profitab ,0.4791666666666667,0.21666666666666667,Positive
_ Beautiful ,1.0,0.85,Positive
" planet can wait, says   as Apple goes carbon neutral  ",0.0,0.0,Neutral
_ thanks for this incredible camera on my iPhone XS Max  allows me to show the best of my city  ,0.46666666666666673,0.7000000000000001,Positive
   _   What clear is in the space of 2 ,0.3833333333333333,0.10000000000000002,Positive
"   _   so to say the least, his position is ",0.4,-0.3,Negative
 _  I would be curious to know the full environmental impact  to the planet of Apple iP ,0.775,0.12499999999999999,Positive
   _   if zamfir is indeed into the skeptica ,0.0,0.0,Neutral
_ Great news!  Now take a stand on the slave labor used in manufacturing those devices please.,0.75,1.0,Positive
 _  Will you pledge to stop licking Trump's ass?,0.0,0.0,Neutral
_ . May I suggest one more thing to boost this admirable initiative? Make  Safari's default search ,0.5,0.5,Positive
"  _ Well then send it to Apple.. they recycle any device free of charge, even ",0.8,0.4,Positive
   _   that weave between these opposites de ,0.0,0.0,Neutral
   _ Not immediate* damn edit button,0.0,0.0,Neutral
"   _   it's hard to say, really i want to s ",0.37083333333333335,-0.04583333333333334,Negative
_ Maybe start with helping the homeless people setting up camp outside of Apple HQ in Cupertino? Have you s ,0.05,0.0,Neutral
"   _   Or Wood (idealist), Zamfir (realis ",0.0,0.0,Neutral
"  _ Seeing from abroad, the pragmatic answer would be to open some nuclear plants u ",0.5,0.0,Neutral
 Ya u can google their shop ,0.0,0.0,Neutral
   _   cognitivist purposes that we have ass ,0.0,0.0,Neutral
"  _ At best in the US now we can lower how much damage we do, not stop it. Even with EV ",0.25,0.6,Positive
   _   this possibility/impossibility would ,0.0,0.0,Neutral
" _SF   I'm saying that if history were to repeat, and instead of Steve Jobs ask ",0.0,0.0,Neutral
"   _   a higher order question, maybe, is th ",0.5,0.25,Positive
Just accidentally discovered that the plastic bag that baby carrots are in (with a carrot up against the wall of th ,0.0,0.0,Neutral
   _   Is Polkadot use of statist frame ,0.0,0.0,Neutral
   _   so wood seems to be aligned with the ,0.0,0.0,Neutral
   _   Is the desire to appropriate stati ,0.5,0.5,Positive
  _org        ,0.0,0.0,Neutral
_ Thanks  and  for trying to make the climate better!,0.35,0.4125,Positive
   _   to meet the expectations with an envi ,0.0,0.0,Neutral
   _   to say legiacy itself follows fro ,0.0,0.0,Neutral
   _   Is this done for rhetorical aim (e ,0.0,0.0,Neutral
"_ Thank you. This will constructively drive change far beyond just Apple. Don't you think? If you haven't, ",1.0,0.1,Positive
" \Don't worry, we still won't pay any taxes.\ - \Isle of Jersey\ ",0.0,0.0,Neutral
 _sounds  _Nguyen      _ i fourth this ,0.0,0.0,Neutral
"   _   the interface effect, 2013)",0.0,0.0,Neutral
   _   between zamfir and wood echoes to me ,0.0,0.0,Neutral
"   _   On this end, it been fascinating ",0.8500000000000001,0.7,Positive
   _   one point seems important here is wha ,1.0,0.4,Positive
"_  fantastic news, glad to be an owner of many Apple products!",0.7999999999999999,0.5083333333333333,Positive
"_ you support forced labor,  sweat shops and you say you are woke!",0.2,-0.37500000000000006,Negative
"_ I want a new Apple Watch. One at picadilly Circus, one at e Square at least . One That counts the numb ",0.6181818181818182,-0.2545454545454546,Negative
business stepping up their climate commitments - _  leadership ,0.0,0.0,Neutral
" _SF   Fool me once. Shame on you.\nFool me twice. Shame on me.\n\nAlso,   ",0.0,0.0,Neutral
"   _   As we do this, special emphasis mu ",0.5714285714285714,0.35714285714285715,Positive
"  _  Moving foward, we will have to adjust to the changes &amp; the challenges &amp; ",0.0,0.0,Neutral
   _   We all know that projects like Eth ,0.0,0.0,Neutral
portrait mode blurred my airpods thats so funny. take that  ,1.0,0.25,Positive
_san16 _ India is a  China town,0.0,0.0,Neutral
"_ Nice ! Keep walking like this. Our planet, needs practices like this ! ",1.0,0.9375,Positive
  _  Facism does not have a manifesto.,0.0,0.0,Neutral
"  _ In France, if we become serious with EV vehicles, we will have to double the number of nuclear plants...",0.3333333333333333,-0.16666666666666666,Negative
  _ I don't really understand why the US promote EV vehicles when in fact its elect ,0.55,0.5,Positive
"_ \The planet we share can't wait\ Exactly , lets make that this year",0.25,0.25,Positive
 _  needs to stop trying to help Trump get re-elected...the  something new campaign ,0.45454545454545453,0.13636363636363635,Positive
   _  Returning to the OP &amp; the seemingly prosaic d ,0.0,0.0,Neutral
  _ Agreed that fusion would be the solution but we didn't put billions and the bes ,0.0,0.0,Neutral
"_Danner  _  There is no hypocrisy as of yesterday.  That comes after response, not before.",0.0,0.0,Neutral
"_ This is more i portant than ever, since _ has dragged  into  re-election ",0.5,0.5,Positive
"_, an _org report identified the following Apple suppliers use forced Uyghur labor  (slavelabor) in ",0.15000000000000002,-0.15000000000000002,Negative
  _  The tea is PIPING HOT,0.8500000000000001,0.25,Positive
"   _ Oooooooooh, don know. Great question. This is the  ",0.75,0.8,Positive
"Apple's _  goal to be 100% carbon-neutral for its Scopes 1+2+3 emissions - i.e., across its ** ",0.0,0.0,Neutral
_ Why are you taking part in Trump re-election campaign?,0.0,0.0,Neutral
"_, an _org report identifies the following Apple suppliers use forced Uyghur labor  (slavelabor) in ",0.15000000000000002,-0.15000000000000002,Negative
 _san16 _ That not the point right now))),0.5357142857142857,0.2857142857142857,Positive
_  Apple?,0.0,0.0,Neutral
   _ As a ships engineer I can tell that now there are many implementati ,0.5,0.5,Positive
"_ iPhone 20 will be $2000 easily then, no?",0.8333333333333334,0.43333333333333335,Positive
Who needs foreign ransomware when apple does it so well ... _  where do I send the bitcoin to get my ,0.125,-0.125,Negative
 Illustrates the importance of company culture and a common vision.   succeeding Jobs was like ,0.5,-0.3,Negative
"   _ As you point out, the parallels to blockchain governance ",0.0,0.0,Neutral
_ How much bitcoin is this gonna cost me?,0.2,0.2,Positive
"Hi _  Could iOS detect on-hold call music and let the user play their own music or audiobook instead, ",1.0,0.6,Positive
"   _ right, does the concept of fluidity and shifting entail that l ",0.5357142857142857,0.2857142857142857,Positive
  ,0.0,0.0,Neutral
"_   Just see the one plus Nord Pricing  24,999 for base model in INDIA. If you want to ",1.0,-0.8,Negative
Apple CEO   says that they have \some incredible things coming out.\ \n\n. . . I knew it! \n\nI knew it was only ,0.95,0.5,Positive
   _ Why do lawyers need dLaw? \n\nSome use this to be crypto heg ,0.0,0.0,Neutral
"  _ If you are interested in jail breaking, there is a tweak for that called Remote Messages if ",0.2333333333333333,0.016666666666666663,Positive
" _ So in case someone in the store tests positive, they can track back everyone who was exposed.",0.2727272727272727,0.11363636363636363,Positive
_ Appreciate,0.0,0.0,Neutral
"\With our commitment to carbon neutrality, we hope to be a ripple in the pond that creates a much larger change,\ s ",0.5,0.0,Neutral
   _ since corporations benefit from individuals' behavior from whi ,0.0,0.0,Neutral
_ Also can u not make it in China pls!,0.0,0.0,Neutral
 _  _ can pledge that because Apple uses slave labor.,0.0,0.0,Neutral
" _ yes i do, oh no wait, i'm not \n\np",0.0,0.0,Neutral
   _ what concept i hope to express is something like a polycentric ,0.0,0.0,Neutral
"  _  I remember the white kids that did a docu , by working for Apple in China. SU ",0.0,0.0,Neutral
  attempts to destroy Gawker to get even over negative coverage of his high-stakes fashion reality show,0.2,-0.25,Negative
 _  . I think your slave built Apple Watch is ringing ,0.0,0.0,Neutral
"   _ For these lawyers, it an existential need to frame  l ",0.0,0.0,Neutral
 _  I thought his name was  Apple,0.0,0.0,Neutral
 _ You do realize that  recyclers  the trash to developing nation where they go int ,0.0,0.0,Neutral
 murtaugh...you are a FUCKING LIAR...TOO!!!,0.8,-1.0,Negative
   Returning to the Apple example as a type of legal order/system that s ,0.2,0.2,Positive
"  _  Agreed, China is what Mussolini wanted Italy to be.",0.0,0.0,Neutral
 murtaugh is another piece of SHAMELESS SHIT!!!,0.8,-0.390625,Negative
"  _  Well, that's the job of conservatives. In the sense that moving foward ",0.0,0.0,Neutral
Jason Snell\n \nSteve Jobs\nDavid Pogue\nAndy Ihnatko ,0.0,0.0,Neutral
"This comment caught my eye. Seriously a new secretariat building. After watching the speech in front of  , I ",0.45454545454545453,0.13636363636363635,Positive
" _  If they _REALLY_ cared about the environment, they wouldn't engineer planned obsole ",0.2,0.2,Positive
_ Pots legal California?   Puff the MAGIC Dragon   \No ,0.6,0.35,Positive
"_   Just see the one plus Nord Pricing  24,999 for base model in INDIA. If you want to ",1.0,-0.8,Negative
 _ Its  Apple actually,0.1,0.0,Neutral
"  _ i used synergy, which is a similar product and it fine, but far from ideal in my current setup",0.6599999999999999,0.2833333333333333,Positive
 _  Thank you Josh This is good a question for   and his double standard.,0.20000000000000004,0.2333333333333333,Positive
_ Amazing.,0.9,0.6000000000000001,Positive
 _ I used to work for Apple and I do say they have very ethical when it comes to e-waste. The ste ,0.78,0.26,Positive
  _ This has worked well ,0.0,0.0,Neutral
Scope 3 environmental impact + social and society with innovation at its core  _ and htt,0.06666666666666667,0.03333333333333333,Positive
 _ Something like this? ,0.0,0.0,Neutral
" I'm sure the   follow is elite status, far and above engineer or doctor )",0.662962962962963,0.19999999999999998,Positive
"  _  You need to legislation that requires all smart phones, computers, and any ot ",0.6428571428571429,0.21428571428571427,Positive
  _org        ,0.0,0.0,Neutral
"  _  China itself implements several doctrines. It has pseudo communism. We, ",0.0,0.0,Neutral
"    _ Absolutely, I predate you somewhat though, think ZX81 a ",0.9,0.2,Positive
 _ Something like this? ,0.0,0.0,Neutral
 _ Are you on coke or smth?,0.0,0.0,Neutral
"  _  Yes, unregulated capitalism can give rise to slave labour. And if that i ",0.0,0.0,Neutral
 _   should be asked too,0.0,0.0,Neutral
"  _  Currently, we have a range of conservative values and other confounding ",0.3875,-0.0625,Negative
Would love to see  and _ spreading awareness by putting Kosovo on the map! Albania and Kosovo are ful ,0.6,0.625,Positive
 _Danner   _  I dont know what youre asking me here.,0.0,0.0,Neutral
  _  - developed new and better efficient ways of tackling climate change &amp; I ,0.41818181818181815,0.24545454545454545,Positive
_ Try make the poor Chinese from the factories carbon neutral.,0.3,-0.2,Negative
  _  - effort from all countries.  &amp; as you mentioned overpopulation might pr ,0.0,0.0,Neutral
"  _  When we talk about climate change, we need to look at it from a historic ",0.0,0.0,Neutral
" action can be the foundation for a new era of innovative potential, job creation, and durable economic gro ",0.550909090909091,0.18727272727272726,Positive
"This is  hun, reporting on behalf of  CNN with your local business news. Today Executive Official    of ",0.0,0.0,Neutral
  _  Why do that when you can benefit from slavery and get off scott free wi ,0.8,0.4,Positive
 _  No American corporation is slave free we just keep moving the slaves around first to Mex ,0.37777777777777777,0.21666666666666667,Positive
_ Great news! What about cobalt extracted by housands of kids in the Democratic Republic of Congo? Would yo ,0.75,1.0,Positive
_africa _Danner   _  Because maybe he not sure whether they have ,0.8888888888888888,-0.25,Negative
   wht is the status u have asked me to test the device for week &amp; will call u for feedback . no ,0.0,0.0,Neutral
" _  God bless you, Hawley. You're going to be fucking President one day. Ha.",0.8,-0.6,Negative
Great to learn about such amazing initiatives by major companies! Bravo _ and \n,0.6625,0.36953125000000003,Positive
  _  Agree w/this post 110%. Progressives like  are so 2-faced they have to be ,0.0,0.0,Neutral
 _  Now do Hobby Lobby and the Trump Organization.,0.0,0.0,Neutral
"_ Sir, while the intentions are great. Would love to see a transparency chart and if  SDGs are being followed. BuildBackBetter",0.675,0.65,Positive
_ also the new coding initiatives for HBCU I would love for my alma mater to be added to the next slate ,0.3515151515151515,0.21212121212121213,Positive
 _  i-Pledge ?\nGuess not,0.0,0.0,Neutral
_ where is iOS14 beta3 ,0.0,0.0,Neutral
"   _ No sun, no wind, oh bugger ",0.0,0.0,Neutral
 Fucking iPhone users. Maybe during the cup they can pass e by letting   penetrate them.,0.8,-0.6,Negative
 _  * Apple,0.0,0.0,Neutral
  _org        ,0.0,0.0,Neutral
"  _  No, you better do some of your woke leftist companies constantly lecturing A ",0.4777777777777778,0.15,Positive
  _org        ,0.0,0.0,Neutral
I need a senior advisor from  _ to contact me,0.0,0.0,Neutral
  _ 71% of French power comes from nuclear fission. That not politically possible in ,0.5,0.0,Neutral
  _org        ,0.0,0.0,Neutral
  _org        ,0.0,0.0,Neutral
  _org        ,0.0,0.0,Neutral
  _org        ,0.0,0.0,Neutral
"_ GREAT!!!!\nBut please if the cable is USB C the box has to include a charging brick, because beople are go ",0.0,0.0,Neutral
  _org        ,0.0,0.0,Neutral
_8899 _ They do . They sign you in when you book and app and then take your temp. But you are complet ,0.0,0.0,Neutral
  _org        ,0.0,0.0,Neutral
  _org        ,0.0,0.0,Neutral
And yep. That's why I gave an update to SIRI...Sirius xm radio (this is different than  's virtual assistant),0.6,0.0,Neutral
"this app has DRAFTS,  cc   does this satisfy your tests, folks? THE TURING TEST HAS BEEN ",0.0,0.0,Neutral
_ By switching to mirrors and windmills we will need billions of solar panels which will take up every squa ,0.0,0.0,Neutral
_ Hi  on behalf of an employee I would love if Apple would make a donation to my HBCU . Virg ,0.6,0.5,Positive
 both M/L size lower bands on my apple watch fit lose. Contacted  and was told this defect isn't ,0.4,0.4,Positive
 _ I keep a macbook next to my PC because of this. I've even ran MacOS in a VM just so I can use iM ,0.0,0.0,Neutral
_Nombre_2020 _ It very simple. Don by an  IPhone every year.,0.4642857142857143,0.0,Neutral
 is now on the right way. Congrats _. Apple Radical New iPhone Suddenly Takes Shape via  ,0.4967532467532467,0.14069264069264067,Positive
"Something I strongly believed for a really long e \To be a Pebble in the pond, that creates the ripple for chang ",0.5666666666666667,0.19166666666666665,Positive
_ well really good news ,0.6000000000000001,0.7,Positive
_reid _JoyT     You keep deflecting. Take your Adder ,0.0,0.0,Neutral
"_  How about supplying support for products (iPhone 3G with 5.0.1 software), Apple made redund ",0.0,0.0,Neutral
   _  My problem with Josh is that he isn't sincere about hel ,0.5,0.5,Positive
 _ How is it a random stranger can cancel our order when she didn even answer the security ?. YET ,0.5,-0.5,Negative
Apple unveiled a plan to become carbon neutral across its entire business  including its supply chain and product ,0.625,0.0,Neutral
   _  I'd love for slave labor to be eliminated throughout th ,0.6,0.5,Positive
 _  No one cares about that. In 10 years  probably won run the company anymore an ,0.0,0.0,Neutral
  _Danner  _  Oh how the turns have tabled.,0.0,0.0,Neutral
 _ I concur,0.0,0.0,Neutral
me too _ ,0.0,0.0,Neutral
 _ You out here winning ,0.75,0.5,Positive
 _  Can you pledge that  is slavefree prisonlaborisslavelabor,0.0,0.0,Neutral
_ Very good!,0.7800000000000001,1.0,Positive
_ when he was younger. ,0.0,0.0,Neutral
 we are waiting...\nPutKosovoOnTheMap                                  deserves their rights and attention _,0.0,0.0,Neutral
"PSA for you weirdos judging people like Jeff Bezos, Bill Gates,  , etc. for not donating more than the hundr ",0.5,0.5,Positive
 _ Hopefully but I doubt it... especially phone manufacturers prefer to advertise themself with us ,1.0,0.0,Neutral
 _  What about  ??,0.0,0.0,Neutral
 _ It's not Apples fault when people literally throw away their phones instead of sending th ,0.0,0.0,Neutral
_ Okay but what about your slave labor in China?,0.5,0.5,Positive
_ Apple should change their servers to all Nvme ssds,0.0,0.0,Neutral
_ It's 2020\n\nAnd one cannot  iOS Apps while iTunes is separated at  \n\nShame~,0.0,0.0,Neutral
  _ Woah that awesome man! Congrats,1.0,1.0,Positive
"Hi , _ how difficult is it to roll out Apple Pay in South Africa? \n\nIs it the financial institutions, in ",0.5,-0.25,Negative
"_ Very ambitious goal. Maybe not 100% realizable by 2030, but it is a good example for many corporations.",0.6916666666666668,0.5083333333333333,Positive
 _ Awesome!!! I have many friends that can relate to this! ,0.75,0.8125,Positive
  _ I studied engineering and got my degree in 1991 in electronic engineering. Obvio ,0.0,0.0,Neutral
Could someone  _ contact me?  My husband &amp; I are getting the run around about some Macbooks we purcha ,0.0,0.0,Neutral
 _ I use an iPad with a separate wireless keyboard just for imessage - super frustrating to have to do ,0.7833333333333333,-0.033333333333333354,Negative
_ I think it is fantastic what they are doing I am about to move to  after quarantine and a company ,0.9,0.4,Positive
 _     please show us that you ,0.0,0.0,Neutral
" _ shhhh, dont tell them that",0.0,0.0,Neutral
"_ just business as usual, you will do worth, change realy!",0.175,0.0625,Positive
_ A food print is pretty awesome if ts a positive food print. Amazing direction. Steve would be proud where ,0.889090909090909,0.5754545454545454,Positive
 _ the best gif no one asked for.,0.3,1.0,Positive
  _  Slave full instead I guess \n\nBoycottChina BoycottChineseProducts,0.55,0.35,Positive
_ _ I need a job at ur Dubai store to see my wife in Dubai. Help Me,0.0,0.0,Neutral
"_ Thank you TIM, you are a GOAT. We need more environmentally responsible CEOs and buisness leaders like yo ",0.525,0.35,Positive
 _  As your wife the Phi Beta Kappa livestock Judge is aware vets think fire branding is abu ,0.25,0.25,Positive
 _ Carbon neutrality is an abstract construct but so are many things. ,0.5,0.5,Positive
 your dad 1. Buy Greenland 2. Cleanse the inside of body with disinfectant and sunlight 3.  \Apple\ ,0.0,0.0,Neutral
._ guides a meditation ,0.0,0.0,Neutral
  _  He is. You should be proud that you have the most principled Senator on the h ,0.75,0.65,Positive
_ we need iOS14beta3,0.0,0.0,Neutral
 _ Why be on facee with someone who makes silences awkward instead of comfortable !?,0.9,-0.04999999999999999,Negative
_   I starting to feel like MacOS is bringing me back to the 1990s with conflictcatcher e ,0.05,0.0,Neutral
"_ Your move, ! \n\n",0.0,0.0,Neutral
" _ChelseaFC _ does not* -  if the worker was from California... monthly salary must be $1, ",0.0,0.0,Neutral
 _  You are the worst leader,1.0,-1.0,Negative
  _  Samsung buys chips from china too I am still waiting for a good Korean alternative,0.6000000000000001,0.7,Positive
 _ Congrats..bro,0.0,0.0,Neutral
 _ChelseaFC _ Foxconn workers earn an average of $390.16 a month. Minimum wage in the U.S. ,0.39999999999999997,-0.15,Negative
"_  Yeah, we all going to charge our iPhones, laptops, watches, earbuds, and Bluetooth iDildos wit ",0.0,0.0,Neutral
It a lofty goal _ but it a necessary one...leading from the front! ,1.0,0.0,Neutral
"_ I would be curious to know the full environmental impact of Apple iPhones to the planet, today... Of cour ",0.775,0.12499999999999999,Positive
 _  nope. he said I would do anything  CCP dislike...eg removing pro democracy apps in HK bu ,0.0,0.0,Neutral
_Nguyen    _ Not justifying. Making an senseless person to understand the ,0.0,0.0,Neutral
 _  More likely slave full ,0.6833333333333332,0.2833333333333333,Positive
